province;red;green;blue;
1492;85;3;46;
1493;127;6;174;
1494;169;9;47;
1495;1;12;175;
1496;43;15;48;
1497;85;18;176;
1498;127;21;49;
1499;169;24;177;
1500;1;27;50;
1501;43;30;178;
1502;85;33;51;
1503;127;36;179;
1504;169;39;52;
1505;1;42;180;
1506;43;45;53;
1507;85;48;181;
1508;127;51;54;
1509;169;54;182;
1510;1;57;55;
1511;43;60;183;
1512;85;63;56;
1513;127;66;184;
1514;169;69;57;
1515;1;72;185;
1516;43;75;58;
1517;85;78;186;
1518;127;81;59;
1519;169;84;187;
1520;1;87;60;
1521;43;90;188;
1522;85;93;61;
1523;127;96;189;
1524;169;99;62;
1525;1;102;190;
1526;43;105;63;
1527;85;108;191;
1528;127;111;64;
1529;169;114;192;
1530;1;117;65;
1531;43;120;193;
1532;85;123;66;
1533;127;126;194;
1534;169;129;67;
1535;1;132;195;
1536;43;135;68;
1537;85;138;196;
1538;127;141;69;
1539;169;144;197;
1540;1;147;70;
1541;43;150;198;
1542;85;153;71;
1543;127;156;199;
1544;169;159;72;
1545;1;162;200;
1546;43;165;73;
1547;85;168;201;
1548;127;171;74;
1549;169;174;202;
1550;1;177;75;
1551;43;180;203;
1552;85;183;76;
1553;127;186;204;
1554;169;189;77;
1555;1;192;205;
1556;43;195;78;
1557;85;198;206;
1558;127;201;79;
1559;169;204;207;
1560;1;207;80;
1561;43;210;208;
1562;85;0;81;
1563;127;3;209;
1564;169;6;82;
1565;1;9;210;
1566;43;12;83;
1567;85;15;211;
1568;127;18;84;
1569;169;21;212;
1570;1;24;85;
1571;43;27;213;
1572;85;30;86;
1573;127;33;214;
1574;169;36;87;
1575;1;39;215;
1576;43;42;88;
1577;85;45;216;
1578;127;48;89;
1579;169;51;217;
1580;1;54;90;
1581;43;57;218;
1582;85;60;91;
1583;127;63;219;
1584;169;66;92;
1585;1;69;220;
1586;43;72;93;
1587;85;75;221;
1588;127;78;94;
1589;169;81;222;
1590;1;84;95;
1591;43;87;223;
1592;85;90;96;
1593;127;93;224;
1594;169;96;97;
1595;1;99;225;
1596;43;102;98;
1597;85;105;226;
1598;127;108;99;
1599;169;111;227;
1600;1;114;0;
1601;43;117;128;
1602;85;120;1;
1603;127;123;129;
1604;169;126;2;
1605;1;129;130;
1606;43;132;3;
1607;85;135;131;
1608;127;138;4;
1609;169;141;132;
1610;1;144;5;
1611;43;147;133;
1612;85;150;6;
1613;127;153;134;
1614;169;156;7;
1615;1;159;135;
1616;43;162;8;
1617;85;165;136;
1618;127;168;9;
1619;169;171;137;
1620;1;174;10;
1621;43;177;138;
1622;85;180;11;
1623;127;183;139;
1624;169;186;12;
1625;1;189;140;
1626;43;192;13;
1627;85;195;141;
1628;127;198;14;
1629;169;201;142;
1630;1;204;15;
1631;43;207;143;
1632;85;210;16;
1633;127;0;144;
1634;169;3;17;
1635;1;6;145;
1636;43;9;18;
1637;85;12;146;
1638;127;15;19;
1639;169;18;147;
1640;1;21;20;
1641;43;24;148;
1642;85;27;21;
1643;127;30;149;
1644;169;33;22;
1645;1;36;150;
1646;43;39;23;
1647;85;42;151;
1648;127;45;24;
1649;169;48;152;
1650;1;51;25;
1651;43;54;153;
1652;85;57;26;
1653;127;60;154;
1654;169;63;27;
1655;1;66;155;
1656;43;69;28;
1657;85;72;156;
1658;127;75;29;
1659;169;78;157;
1660;1;81;30;
1661;43;84;158;
1662;85;87;31;
1663;127;90;159;
1664;169;93;32;
1665;1;96;160;
1666;43;99;33;
1667;85;102;161;
1668;127;105;34;
1669;169;108;162;
1670;1;111;35;
1671;43;114;163;
1672;85;117;36;
1673;127;120;164;
1674;169;123;37;
1675;1;126;165;
1676;43;129;38;
1677;85;132;166;
1678;127;135;39;
1679;169;138;167;
1680;1;141;40;
1681;43;144;168;
1682;85;147;41;
1683;127;150;169;
1684;169;153;42;
1685;1;156;170;
1686;43;159;43;
1687;85;162;171;
1688;127;165;44;
1689;169;168;172;
1690;1;171;45;
1691;43;174;173;
1692;85;177;46;
1693;127;180;174;
1694;169;183;47;
1695;1;186;175;
1696;43;189;48;
1697;85;192;176;
1698;127;195;49;
1699;169;198;177;
1700;1;201;50;
1701;43;204;178;
1702;85;207;51;
1703;127;210;179;
1704;169;0;52;
1705;1;3;180;
1706;43;6;53;
1707;85;9;181;
1708;127;12;54;
1709;169;15;182;
1710;1;18;55;
1711;43;21;183;
1712;85;24;56;
1713;127;27;184;
1714;169;30;57;
1715;1;33;185;
1716;43;36;58;
1717;85;39;186;
1718;127;42;59;
1719;169;45;187;
1720;1;48;60;
1721;43;51;188;
1722;85;54;61;
1723;127;57;189;
1724;169;60;62;
1725;1;63;190;
1726;43;66;63;
1727;85;69;191;
1728;127;72;64;
1729;169;75;192;
1730;1;78;65;
1731;43;81;193;
1732;85;84;66;
1733;127;87;194;
1734;169;90;67;
1735;1;93;195;
1736;43;96;68;
1737;85;99;196;
1738;127;102;69;
1739;169;105;197;
1740;1;108;70;
1741;43;111;198;
1742;85;114;71;
1743;127;117;199;
1744;169;120;72;
1745;1;123;200;
1746;43;126;73;
1747;85;129;201;
1748;127;132;74;
1749;169;135;202;
1750;1;138;75;
1751;43;141;203;
1752;85;144;76;
1753;127;147;204;
1754;169;150;77;
1755;1;153;205;
1756;43;156;78;
1757;85;159;206;
1758;127;162;79;
1759;169;165;207;
1760;1;168;80;
1761;43;171;208;
1762;85;174;81;
1763;127;177;209;
1764;169;180;82;
1765;1;183;210;
1766;43;186;83;
1767;85;189;211;
1768;127;192;84;
1769;169;195;212;
1770;1;198;85;
1771;43;201;213;
1772;85;204;86;
1773;127;207;214;
1774;169;210;87;
1775;1;0;215;
1776;43;3;88;
1777;85;6;216;
1778;127;9;89;
1779;169;12;217;
1780;1;15;90;
1781;43;18;218;
1782;85;21;91;
1783;127;24;219;
1784;169;27;92;
1785;1;30;220;
1786;43;33;93;
1787;85;36;221;
1788;127;39;94;
1789;169;42;222;
1790;1;45;95;
1791;43;48;223;
1792;85;51;96;
1793;127;54;224;
1794;169;57;97;
1795;1;60;225;
1796;43;63;98;
1797;85;66;226;
1798;127;69;99;
1799;169;72;227;
1800;1;75;0;
1801;43;78;128;
1802;85;81;1;
1803;127;84;129;
1804;169;87;2;
1805;1;90;130;
1806;43;93;3;
1807;85;96;131;
1808;127;99;4;
1809;169;102;132;
1810;1;105;5;
1811;43;108;133;
1812;85;111;6;
1813;127;114;134;
1814;169;117;7;
1815;1;120;135;
1816;43;123;8;
1817;85;126;136;
1818;127;129;9;
1819;169;132;137;
1820;1;135;10;
1821;43;138;138;
1822;85;141;11;
1823;127;144;139;
1824;169;147;12;
1825;1;150;140;
1826;43;153;13;
1827;85;156;141;
1828;127;159;14;
1829;169;162;142;
1830;1;165;15;
1831;43;168;143;
1832;85;171;16;
1833;127;174;144;
1834;169;177;17;
1835;1;180;145;
1836;43;183;18;
1837;85;186;146;
1838;127;189;19;
1839;169;192;147;
1840;1;195;20;
1841;43;198;148;
1842;85;201;21;
1843;127;204;149;
1844;169;207;22;
1845;1;210;150;
1846;43;0;23;
1847;85;3;151;
1848;127;6;24;
1849;169;9;152;
1850;1;12;25;
1851;43;15;153;
1852;85;18;26;
1853;127;21;154;
1854;169;24;27;
1855;1;27;155;
1856;43;30;28;
1857;85;33;156;
1858;127;36;29;
1859;169;39;157;
1860;1;42;30;
1861;43;45;158;
1862;85;48;31;
1863;127;51;159;
1864;169;54;32;
1865;1;57;160;
1866;43;60;33;
1867;85;63;161;
1868;127;66;34;
1869;169;69;162;
1870;1;72;35;
1871;43;75;163;
1872;85;78;36;
1873;127;81;164;
1874;169;84;37;
1875;1;87;165;
1876;43;90;38;
1877;85;93;166;
1878;127;96;39;
1879;169;99;167;
1880;1;102;40;
1881;43;105;168;
1882;85;108;41;
1883;127;111;169;
1884;169;114;42;
1885;1;117;170;
1886;43;120;43;
1887;85;123;171;
1888;127;126;44;
1889;169;129;172;
1890;1;132;45;
1891;43;135;173;
1892;85;138;46;
1893;127;141;174;
1894;169;144;47;
1895;1;147;175;
1896;43;150;48;
1897;85;153;176;
1898;127;156;49;
1899;169;159;177;
1900;1;162;50;
1901;43;165;178;
1902;85;168;51;
1903;127;171;179;
1904;169;174;52;
1905;1;177;180;
1906;43;180;53;
1907;85;183;181;
1908;127;186;54;
1909;169;189;182;
1910;1;192;55;
1911;43;195;183;
1912;85;198;56;
1913;127;201;184;
1914;169;204;57;
1915;1;207;185;
1916;43;210;58;
1917;85;0;186;
1918;127;3;59;
1919;169;6;187;
1920;1;9;60;
1921;43;12;188;
1922;85;15;61;
1923;127;18;189;
1924;169;21;62;
1925;1;24;190;
1926;43;27;63;
1927;85;30;191;
1928;127;33;64;
1929;169;36;192;
1930;1;39;65;
1931;43;42;193;
1932;85;45;66;
1933;127;48;194;
1934;169;51;67;
1935;1;54;195;
1936;43;57;68;
1937;85;60;196;
1938;127;63;69;
1939;169;66;197;
1940;1;69;70;
1941;43;72;198;
1942;85;75;71;
1943;127;78;199;
1944;169;81;72;
1945;1;84;200;
1946;43;87;73;
1947;85;90;201;
1948;127;93;74;
1949;169;96;202;
1950;1;99;75;
1951;43;102;203;
1952;85;105;76;
1953;127;108;204;
1954;169;111;77;
1955;1;114;205;
1956;43;117;78;
1957;85;120;206;
1958;127;123;79;
1959;169;126;207;
1960;1;129;80;
1961;43;132;208;
1962;85;135;81;
1963;127;138;209;
1964;169;141;82;
1965;1;144;210;
1966;43;147;83;
1967;85;150;211;
1968;127;153;84;
1969;169;156;212;
1970;1;159;85;
1971;43;162;213;
1972;85;165;86;
1973;127;168;214;
1974;169;171;87;
1975;1;174;215;
1976;43;177;88;
1977;85;180;216;
1978;127;183;89;
1979;169;186;217;
1980;1;189;90;
1981;43;192;218;
1982;85;195;91;
1983;127;198;219;
1984;169;201;92;
1985;1;204;220;
1986;43;207;93;
1987;85;210;221;
1988;127;0;94;
1989;169;3;222;
1990;1;6;95;
1991;43;9;223;
1992;85;12;96;
1993;127;15;224;
1994;169;18;97;
1995;1;21;225;
1996;43;24;98;
1997;85;27;226;
1998;127;30;99;
1999;169;33;227;
2000;2;36;0;
2001;44;39;128;
2002;86;42;1;
2003;128;45;129;
2004;170;48;2;
2005;2;51;130;
2006;44;54;3;
2007;86;57;131;
2008;128;60;4;
2009;170;63;132;
2010;2;66;5;
2011;44;69;133;
2012;86;72;6;
2013;128;75;134;
2014;170;78;7;
2015;2;81;135;
2016;44;84;8;
2017;86;87;136;
2018;128;90;9;
2019;170;93;137;
2020;2;96;10;
2021;44;99;138;
2022;86;102;11;
2023;128;105;139;
2024;170;108;12;
2025;2;111;140;
2026;44;114;13;
2027;86;117;141;
2028;128;120;14;
2029;170;123;142;
2030;2;126;15;
2031;44;129;143;
2032;86;132;16;
2033;128;135;144;
2034;170;138;17;
2035;2;141;145;
2036;44;144;18;
2037;86;147;146;
2038;128;150;19;
2039;170;153;147;
2040;2;156;20;
2041;44;159;148;
2042;86;162;21;
2043;128;165;149;
2044;170;168;22;
2045;2;171;150;
2046;44;174;23;
2047;86;177;151;
2048;128;180;24;
2049;170;183;152;
2050;2;186;25;
2051;44;189;153;
2052;86;192;26;
2053;128;195;154;
2054;170;198;27;
2055;2;201;155;
2056;44;204;28;
2057;86;207;156;
2058;128;210;29;
2059;170;0;157;
2060;2;3;30;
2061;44;6;158;
2062;86;9;31;
2063;128;12;159;
2064;170;15;32;
2065;2;18;160;
2066;44;21;33;
2067;86;24;161;
2068;128;27;34;
2069;170;30;162;
2070;2;33;35;
2071;44;36;163;
2072;86;39;36;
2073;128;42;164;
2074;170;45;37;
2075;2;48;165;
2076;44;51;38;
2077;86;54;166;
2078;128;57;39;
2079;170;60;167;
2080;2;63;40;
2081;44;66;168;
2082;86;69;41;
2083;128;72;169;
2084;170;75;42;
2085;2;78;170;
2086;44;81;43;
2087;86;84;171;
2088;128;87;44;
2089;170;90;172;
2090;2;93;45;
2091;44;96;173;
2092;86;99;46;
2093;128;102;174;
2094;170;105;47;
2095;2;108;175;
2096;44;111;48;
2097;86;114;176;
2098;128;117;49;
2099;170;120;177;
2100;2;123;50;
2101;44;126;178;
2102;86;129;51;
2103;128;132;179;
2104;170;135;52;
2105;2;138;180;
2106;44;141;53;
2107;86;144;181;
2108;128;147;54;
2109;170;150;182;
2110;2;153;55;
2111;44;156;183;
2112;86;159;56;
2113;128;162;184;
2114;170;165;57;
2115;2;168;185;
2116;44;171;58;
2117;86;174;186;
2118;128;177;59;
2119;170;180;187;
2120;2;183;60;
2121;44;186;188;
2122;86;189;61;
2123;128;192;189;
2124;170;195;62;
2125;2;198;190;
2126;44;201;63;
2127;86;204;191;
2128;128;207;64;
2129;170;210;192;
2130;2;0;65;
2131;44;3;193;
2132;86;6;66;
2133;128;9;194;
2134;170;12;67;
2135;2;15;195;
2136;44;18;68;
2137;86;21;196;
2138;128;24;69;
2139;170;27;197;
2140;2;30;70;
2141;44;33;198;
2142;86;36;71;
2143;128;39;199;
2144;170;42;72;
2145;2;45;200;
2146;44;48;73;
2147;86;51;201;
2148;128;54;74;
2149;170;57;202;
2150;2;60;75;
2151;44;63;203;
2152;86;66;76;
2153;128;69;204;
2154;170;72;77;
2155;2;75;205;
2156;44;78;78;
2157;86;81;206;
2158;128;84;79;
2159;170;87;207;
2160;2;90;80;
2161;44;93;208;
2162;86;96;81;
2163;128;99;209;
2164;170;102;82;
2165;2;105;210;
2166;44;108;83;
2167;86;111;211;
2168;128;114;84;
2169;170;117;212;
2170;2;120;85;
2171;44;123;213;
2172;86;126;86;
2173;128;129;214;
2174;170;132;87;
2175;2;135;215;
2176;44;138;88;
2177;86;141;216;
2178;128;144;89;
2179;170;147;217;
2180;2;150;90;
2181;44;153;218;
2182;86;156;91;
2183;128;159;219;
2184;170;162;92;
2185;2;165;220;
2186;44;168;93;
2187;86;171;221;
2188;128;174;94;
2189;170;177;222;
2190;2;180;95;
2191;44;183;223;
2192;86;186;96;
2193;128;189;224;
2194;170;192;97;
2195;2;195;225;
2196;44;198;98;
2197;86;201;226;
2198;128;204;99;
2199;170;207;227;
2200;2;210;0;
2201;44;0;128;
2202;86;3;1;
2203;128;6;129;
2204;170;9;2;
2205;2;12;130;
2206;44;15;3;
2207;86;18;131;
2208;128;21;4;
2209;170;24;132;
2210;2;27;5;
2211;44;30;133;
2212;86;33;6;
2213;128;36;134;
2214;170;39;7;
2215;2;42;135;
2216;44;45;8;
2217;86;48;136;
2218;128;51;9;
2219;170;54;137;
2220;2;57;10;
2221;44;60;138;
2222;86;63;11;
2223;128;66;139;
2224;170;69;12;
2225;2;72;140;
2226;44;75;13;
2227;86;78;141;
2228;128;81;14;
2229;170;84;142;
2230;2;87;15;
2231;44;90;143;
2232;86;93;16;
2233;128;96;144;
2234;170;99;17;
2235;2;102;145;
2236;44;105;18;
2237;86;108;146;
2238;128;111;19;
2239;170;114;147;
2240;2;117;20;
2241;44;120;148;
2242;86;123;21;
2243;128;126;149;
2244;170;129;22;
2245;2;132;150;
2246;44;135;23;
2247;86;138;151;
2248;128;141;24;
2249;170;144;152;
2250;2;147;25;
2251;44;150;153;
2252;86;153;26;
2253;128;156;154;
2254;170;159;27;
2255;2;162;155;
2256;44;165;28;
2257;86;168;156;
2258;128;171;29;
2259;170;174;157;
2260;2;177;30;
2261;44;180;158;
2262;86;183;31;
2263;128;186;159;
2264;170;189;32;
2265;2;192;160;
2266;44;195;33;
2267;86;198;161;
2268;128;201;34;
2269;170;204;162;
2270;2;207;35;
2271;44;210;163;
2272;86;0;36;
2273;128;3;164;
2274;170;6;37;
2275;2;9;165;
2276;44;12;38;
2277;86;15;166;
2278;128;18;39;
2279;170;21;167;
2280;2;24;40;
2281;44;27;168;
2282;86;30;41;
2283;128;33;169;
2284;170;36;42;
2285;2;39;170;
2286;44;42;43;
2287;86;45;171;
2288;128;48;44;
2289;170;51;172;
2290;2;54;45;
2291;44;57;173;
2292;86;60;46;
2293;128;63;174;
2294;170;66;47;
2295;2;69;175;
2296;44;72;48;
2297;86;75;176;
2298;128;78;49;
2299;170;81;177;
2300;2;84;50;
2301;44;87;178;
2302;86;90;51;
2303;128;93;179;
2304;170;96;52;
2305;2;99;180;
2306;44;102;53;
2307;86;105;181;
2308;128;108;54;
2309;170;111;182;
2310;2;114;55;
2311;44;117;183;
2312;86;120;56;
2313;128;123;184;
2314;170;126;57;
2315;2;129;185;
2316;44;132;58;
2317;86;135;186;
2318;128;138;59;
2319;170;141;187;
2320;2;144;60;
2321;44;147;188;
2322;86;150;61;
2323;128;153;189;
2324;170;156;62;
2325;2;159;190;
2326;44;162;63;
2327;86;165;191;
2328;128;168;64;
2329;170;171;192;
2330;2;174;65;
2331;44;177;193;
2332;86;180;66;
2333;128;183;194;
2334;170;186;67;
2335;2;189;195;
2336;44;192;68;
2337;86;195;196;
2338;128;198;69;
2339;170;201;197;
2340;2;204;70;
2341;44;207;198;
2342;86;210;71;
2343;128;0;199;
2344;170;3;72;
2345;2;6;200;
2346;44;9;73;
2347;86;12;201;
2348;128;15;74;
2349;170;18;202;
2350;2;21;75;
2351;44;24;203;
2352;86;27;76;
2353;128;30;204;
2354;170;33;77;
2355;2;36;205;
2356;44;39;78;
2357;86;42;206;
2358;128;45;79;
2359;170;48;207;
2360;2;51;80;
2361;44;54;208;
2362;86;57;81;
2363;128;60;209;
2364;170;63;82;
2365;2;66;210;
2366;44;69;83;
2367;86;72;211;
2368;128;75;84;
2369;170;78;212;
2370;2;81;85;
2371;44;84;213;
2372;86;87;86;
2373;128;90;214;
2374;170;93;87;
2375;2;96;215;
2376;44;99;88;
2377;86;102;216;
2378;128;105;89;
2379;170;108;217;
2380;2;111;90;
2381;44;114;218;
2382;86;117;91;
2383;128;120;219;
2384;170;123;92;
2385;2;126;220;
2386;44;129;93;
2387;86;132;221;
2388;128;135;94;
2389;170;138;222;
2390;2;141;95;
2391;44;144;223;
2392;86;147;96;
2393;128;150;224;
2394;170;153;97;
2395;2;156;225;
2396;44;159;98;
2397;86;162;226;
2398;128;165;99;
2399;170;168;227;
2400;2;171;0;
2401;44;174;128;
2402;86;177;1;
2403;128;180;129;
2404;170;183;2;
2405;2;186;130;
2406;44;189;3;
2407;86;192;131;
2408;128;195;4;
2409;170;198;132;
2410;2;201;5;
2411;44;204;133;
2412;86;207;6;
2413;128;210;134;
2414;170;0;7;
2415;2;3;135;
2416;44;6;8;
2417;86;9;136;
2418;128;12;9;
2419;170;15;137;
2420;2;18;10;
2421;44;21;138;
2422;86;24;11;
2423;128;27;139;
2424;170;30;12;
2425;2;33;140;
2426;44;36;13;
2427;86;39;141;
2428;128;42;14;
2429;170;45;142;
2430;2;48;15;
2431;44;51;143;
2432;86;54;16;
2433;128;57;144;
2434;170;60;17;
2435;2;63;145;
2436;44;66;18;
2437;86;69;146;
2438;128;72;19;
2439;170;75;147;
2440;2;78;20;
2441;44;81;148;
2442;86;84;21;
2443;128;87;149;
2444;170;90;22;
2445;2;93;150;
2446;44;96;23;
2447;86;99;151;
2448;128;102;24;
2449;170;105;152;
2450;2;108;25;
2451;44;111;153;
2452;86;114;26;
2453;128;117;154;
2454;170;120;27;
2455;2;123;155;
2456;44;126;28;
2457;86;129;156;
2458;128;132;29;
2459;170;135;157;
2460;2;138;30;
2461;44;141;158;
2462;86;144;31;
2463;128;147;159;
2464;170;150;32;
2465;2;153;160;
2466;44;156;33;
2467;86;159;161;
2468;128;162;34;
2469;170;165;162;
2470;2;168;35;
2471;44;171;163;
2472;86;174;36;
2473;128;177;164;
2474;170;180;37;
2475;2;183;165;
2476;44;186;38;
2477;86;189;166;
2478;128;192;39;
2479;170;195;167;
2480;2;198;40;
2481;44;201;168;
2482;86;204;41;
2483;128;207;169;
2484;170;210;42;
2485;2;0;170;
2486;44;3;43;
2487;86;6;171;
2488;128;9;44;
2489;170;12;172;
2490;2;15;45;
2491;44;18;173;
2492;86;21;46;
2493;128;24;174;
2494;170;27;47;
2495;2;30;175;
2496;44;33;48;
2497;86;36;176;
2498;128;39;49;
2499;170;42;177;
2500;2;45;50;
2501;44;48;178;
2502;86;51;51;
2503;128;54;179;
2504;170;57;52;
2505;2;60;180;
2506;44;63;53;
2507;86;66;181;
2508;128;69;54;
2509;170;72;182;
2510;2;75;55;
2511;44;78;183;
2512;86;81;56;
2513;128;84;184;
2514;170;87;57;
2515;2;90;185;
2516;44;93;58;
2517;86;96;186;
2518;128;99;59;
2519;170;102;187;
2520;2;105;60;
2521;44;108;188;
2522;86;111;61;
2523;128;114;189;
2524;170;117;62;
2525;2;120;190;
2526;44;123;63;
2527;86;126;191;
2528;128;129;64;
2529;170;132;192;
2530;2;135;65;
2531;44;138;193;
2532;86;141;66;
2533;128;144;194;
2534;170;147;67;
2535;2;150;195;
2536;44;153;68;
2537;86;156;196;
2538;128;159;69;
2539;170;162;197;
2540;2;165;70;
2541;44;168;198;
2542;86;171;71;
2543;128;174;199;
2544;170;177;72;
2545;2;180;200;
2546;44;183;73;
2547;86;186;201;
2548;128;189;74;
2549;170;192;202;
2550;2;195;75;
2551;44;198;203;
2552;86;201;76;
2553;128;204;204;
2554;170;207;77;
2555;2;210;205;
2556;44;0;78;
2557;86;3;206;
2558;128;6;79;
2559;170;9;207;
2560;2;12;80;
2561;44;15;208;
2562;86;18;81;
2563;128;21;209;
2564;170;24;82;
2565;2;27;210;
2566;44;30;83;
2567;86;33;211;
2568;128;36;84;
2569;170;39;212;
2570;2;42;85;
2571;44;45;213;
2572;86;48;86;
2573;128;51;214;
2574;170;54;87;
2575;2;57;215;
2576;44;60;88;
2577;86;63;216;
2578;128;66;89;
2579;170;69;217;
2580;2;72;90;
2581;44;75;218;
2582;86;78;91;
2583;128;81;219;
2584;170;84;92;
2585;2;87;220;
2586;44;90;93;
2587;86;93;221;
2588;128;96;94;
2589;170;99;222;
2590;2;102;95;
2591;44;105;223;
2592;86;108;96;
2593;128;111;224;
2594;170;114;97;
2595;2;117;225;
2596;44;120;98;
2597;86;123;226;
2598;128;126;99;
2599;170;129;227;
2600;2;132;0;
2601;44;135;128;
2602;86;138;1;
2603;128;141;129;
2604;170;144;2;
2605;2;147;130;
2606;44;150;3;
2607;86;153;131;
2608;128;156;4;
2609;170;159;132;
2610;2;162;5;
2611;44;165;133;
2612;86;168;6;
2613;128;171;134;
2614;170;174;7;
2615;2;177;135;
2616;44;180;8;
2617;86;183;136;
2618;128;186;9;
2619;170;189;137;
2620;2;192;10;
2621;44;195;138;
2622;86;198;11;
2623;128;201;139;
2624;170;204;12;
2625;2;207;140;
2626;44;210;13;
2627;86;0;141;
2628;128;3;14;
2629;170;6;142;
2630;2;9;15;
2631;44;12;143;
2632;86;15;16;
2633;128;18;144;
2634;170;21;17;
2635;2;24;145;
2636;44;27;18;
2637;86;30;146;
2638;128;33;19;
2639;170;36;147;
2640;2;39;20;
2641;44;42;148;
2642;86;45;21;
2643;128;48;149;
2644;170;51;22;
2645;2;54;150;
2646;44;57;23;
2647;86;60;151;
2648;128;63;24;
2649;170;66;152;
2650;2;69;25;
2651;44;72;153;
2652;86;75;26;
2653;128;78;154;
2654;170;81;27;
2655;2;84;155;
2656;44;87;28;
2657;86;90;156;
2658;128;93;29;
2659;170;96;157;
2660;2;99;30;
2661;44;102;158;
2662;86;105;31;
2663;128;108;159;
2664;170;111;32;
2665;2;114;160;
2666;44;117;33;
2667;86;120;161;
2668;128;123;34;
2669;170;126;162;
2670;2;129;35;
2671;44;132;163;
2672;86;135;36;
2673;128;138;164;
2674;170;141;37;
2675;2;144;165;
2676;44;147;38;
2677;86;150;166;
2678;128;153;39;
2679;170;156;167;
2680;2;159;40;
2681;44;162;168;
2682;86;165;41;
2683;128;168;169;
2684;170;171;42;
2685;2;174;170;
2686;44;177;43;
2687;86;180;171;
2688;128;183;44;
2689;170;186;172;
2690;2;189;45;
2691;44;192;173;
2692;86;195;46;
2693;128;198;174;
2694;170;201;47;
2695;2;204;175;
2696;44;207;48;
2697;86;210;176;
2698;128;0;49;
2699;170;3;177;
2700;2;6;50;
2701;44;9;178;
2702;86;12;51;
2703;128;15;179;
2704;170;18;52;
2705;2;21;180;
2706;44;24;53;
2707;86;27;181;
2708;128;30;54;
2709;170;33;182;
2710;2;36;55;
2711;44;39;183;
2712;86;42;56;
2713;128;45;184;
2714;170;48;57;
2715;2;51;185;
2716;44;54;58;
2717;86;57;186;
2718;128;60;59;
2719;170;63;187;
2720;2;66;60;
2721;44;69;188;
2722;86;72;61;
2723;128;75;189;
2724;170;78;62;
2725;2;81;190;
2726;44;84;63;
2727;86;87;191;
2728;128;90;64;
2729;170;93;192;
2730;2;96;65;
2731;44;99;193;
2732;86;102;66;
2733;128;105;194;
2734;170;108;67;
2735;2;111;195;
2736;44;114;68;
2737;86;117;196;
2738;128;120;69;
2739;170;123;197;
2740;2;126;70;
2741;44;129;198;
2742;86;132;71;
2743;128;135;199;
2744;170;138;72;
2745;2;141;200;
2746;44;144;73;
2747;86;147;201;
2748;128;150;74;
2749;170;153;202;
2750;2;156;75;
2751;44;159;203;
2752;86;162;76;
2753;128;165;204;
2754;170;168;77;
2755;2;171;205;
2756;44;174;78;
2757;86;177;206;
2758;128;180;79;
2759;170;183;207;
2760;2;186;80;
2761;44;189;208;
2762;86;192;81;
2763;128;195;209;
2764;170;198;82;
2765;2;201;210;
2766;44;204;83;
2767;86;207;211;
2768;128;210;84;
2769;170;0;212;
2770;2;3;85;
2771;44;6;213;
2772;86;9;86;
2773;128;12;214;
2774;170;15;87;
2775;2;18;215;
2776;44;21;88;
2777;86;24;216;
2778;128;27;89;
2779;170;30;217;
2780;2;33;90;
2781;44;36;218;
2782;86;39;91;
2783;128;42;219;
2784;170;45;92;
2785;2;48;220;
2786;44;51;93;
2787;86;54;221;
2788;128;57;94;
2789;170;60;222;
2790;2;63;95;
2791;44;66;223;
2792;86;69;96;
2793;128;72;224;
2794;170;75;97;
2795;2;78;225;
2796;44;81;98;
2797;86;84;226;
2798;128;87;99;
2799;170;90;227;
2800;2;93;0;
2801;44;96;128;
2802;86;99;1;
2803;128;102;129;
2804;170;105;2;
2805;2;108;130;
2806;44;111;3;
2807;86;114;131;
2808;128;117;4;
2809;170;120;132;
2810;2;123;5;
2811;44;126;133;
2812;86;129;6;
2813;128;132;134;
2814;170;135;7;
2815;2;138;135;
2816;44;141;8;
2817;86;144;136;
2818;128;147;9;
2819;170;150;137;
2820;2;153;10;
2821;44;156;138;
2822;86;159;11;
2823;128;162;139;
2824;170;165;12;
2825;2;168;140;
2826;44;171;13;
2827;86;174;141;
2828;128;177;14;
2829;170;180;142;
2830;2;183;15;
2831;44;186;143;
2832;86;189;16;
2833;128;192;144;
2834;170;195;17;
2835;2;198;145;
2836;44;201;18;
2837;86;204;146;
2838;128;207;19;
2839;170;210;147;
2840;2;0;20;
2841;44;3;148;
2842;86;6;21;
2843;128;9;149;
2844;170;12;22;
2845;2;15;150;
2846;44;18;23;
2847;86;21;151;
2848;128;24;24;
2849;170;27;152;
2850;2;30;25;
2851;44;33;153;
2852;86;36;26;
2853;128;39;154;
2854;170;42;27;
2855;2;45;155;
2856;44;48;28;
2857;86;51;156;
